1
0.985
draft,vol,Mass,lcg,tcg,vcg,FSM
0.001,0,0,0,0,0,0.027109999999999995
0.101,0.18680693160479298,0.18680693160479298,18.227433325673264,1.2159090790253573,0.06733333333333333,2.7354545454545454
0.201,0.7398477447078955,0.7398477447078955,18.227433325673264,1.3900904662315692,0.134,5.214639999999999
0.30100000000000005,1.6591313511281378,1.6591313511281378,18.227435495307464,1.5642666475549085,0.20066610002981625,8.16645
0.401,2.8281897461850574,2.8281897461850574,18.249745013690664,1.696896716015833,0.26320694342320344,9.9091
0.501,4.120405087581123,4.120405087581123,18.28531771319754,1.7882408313044262,0.3223046386423248,11.41798
0.601,5.5059976576808465,5.5059976576808465,18.313042694669566,1.856770130604698,0.37999120373703327,12.817359999999999
0.701,6.975294837372192,6.975294837372192,18.339480329782617,1.9140318215462566,0.43717547868445744,14.354769999999998
0.8009999999999999,8.53110893888965,8.53110893888965,18.36485606706582,1.9658672773093027,0.49449018240858333,16.032729999999997
0.9009999999999999,10.164104755997696,10.164104755997696,18.390666316186557,2.0136002571393394,0.5518284525373627,17.807239999999997
1.001,11.870663990509104,11.870663990509104,18.416898466088533,2.0585086668707833,0.6092664806439023,19.733639999999998
1.101,13.656691312510858,13.656691312510858,18.441897699390914,2.1018947718354863,0.6670876719186655,21.89566
1.201,15.521036556895801,15.521036556895801,18.465096737386993,2.1438946050675747,0.7252534921143429,23.86242
1.3010000000000002,17.457595355379105,17.457595355379105,18.486131843640894,2.18412164243957,0.7836079016298843,25.905580000000004
1.4010000000000002,19.463829143508885,19.463829143508885,18.505633657748163,2.222886354555834,0.842121305926901,28.06503000000001
1.5010000000000003,21.53922716756304,21.53922716756304,18.523885512557968,2.2605210824865147,0.9008163268241808,30.369340000000008
1.6010000000000004,23.68921142852037,23.68921142852037,18.540695339076482,2.2975219035541516,0.9598523255750171,32.79670000000001
1.7010000000000005,25.9104850036948,25.9104850036948,18.554953606641014,2.3333104750342257,1.0191252654852612,34.567294117647066
1.7590008000000001,27.229675849834308,27.229675849834308,18.561857930817776,2.3533681922826712,1.053568795884241,0
